kural_number,couplet,care.virtue,care.vice,fairness.virtue,fairness.vice,loyalty.virtue,loyalty.vice,authority.virtue,authority.vice,sanctity.virtue,sanctity.vice,dominant_moral_lexicon,dominant_score_lexicon
282,கள்ளாமை காக்கதன் நெஞ்சு. உள்ளத்தால் உள்ளலும் தீதே பிறன்பொருளைக்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
283,கள்ளத்தால் கள்வேம் எனல். களவினால் ஆகிய ஆக்கம் அளவிறந்து,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
284,ஆவது போலக் கெடும். களவின்கண் கன்றிய காதல் விளைவின்கண்,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,care.virtue,1
285,வீயா விழுமம் தரும். அருள்கருதி அன்புடைய ராதல் பொருள்கருதிப்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
286,பொச்சாப்புப் பார்ப்பார்கண் இல். அளவின்கண் நின்றொழுகல் ஆற்றார் களவின்கண்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
287,கன்றிய காத லவர். களவென்னும் காரறி வாண்மை அளவென்னும்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
288,ஆற்றல் புரிந்தார்கண்ட இல். அளவறாந்தார் நெஞ்சத் தறம்போல நிற்கும்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
289,களவறிந்தார் நெஞ்சில் கரவு. அளவல்ல செய்தாங்கே வீவர் களவல்ல,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
290,மற்றைய தேற்றா தவர். கள்வார்க்குத் தள்ளும் உயிர்நிலை கள்வார்க்குத்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
291,தள்ளாது புத்தே ளுளகு. வாய்மை எனப்படுவது யாதெனின் யாதொன்றும்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
292,தீமை இலாத சொலல். பொய்மையும் வாய்மை யிடத்த புரைதீர்ந்த,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
293,நன்மை பயக்கும் எனின். தன்நெஞ் சறிவது பொய்யற்க பொய்த்தபின்,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,care.virtue,1
294,தன்நெஞ்சே தன்னைச் சுடும். உள்ளத்தாற் பொய்யா தொழுகின் உலகத்தார்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
295,உள்ளத்து ளெல்லாம் உளன். மனத்தொடு வாய்மை மொழியின் தவத்தொடு,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
296,தானஞ்செய் வாரின் தலை. பொய்யாமை அன்ன புகழில்லை எய்யாமை,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
297,எல்லா அறமுந் தரும். பொய்யாமை பொய்யாமை ஆற்றின் அறம்பிற,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
298,செய்யாமை செய்யாமை நன்று. புறள்தூய்மை நீரான் அமையும் அகந்தூய்மை,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
299,வாய்மையால் காணப் படும். எல்லா விளக்கும் விளக்கல்ல சான்றோர்க்குப்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
300,பொய்யா விளக்கே விளக்கு. யாமெய்யாக் கண்டவற்றுள் இல்லை எனைத்தொன்றும்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
301,வாய்மையின் நல்ல பிற. செல்லிடத்துக் காப்பான் சினங்காப்பான் அல்லிடத்துக்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
302,காக்கின்என் காவாக்கால் என்? செல்லா இடத்துச் சினந்தீது செல்லிடத்தும்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
303,இல்அதனின் தீய பிற. மறத்தல் வெகுளியை யார்மாட்டும் தீய,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
304,பிறத்தல் அதனான் வரும். நகையும் உவகையும் கொல்லும் சினத்தின்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
305,பகையும் உளவோ பிற. தன்னைத்தான் காக்கின் சினங்காக்க காவாக்கால்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
306,தன்னையே கொல்லுஞ் சினம். சினமென்னும் சேர்ந்தாரைக் கொல்லி இனமென்னும்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
307,ஏமப் புணையைச் சுடும். சினத்தைப் பொருளென்று கொண்டவன் கேடு,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
308,நிலத்தறைந்தான் கைபிழையா தற்று. இணர்எரி தோய்வன்ன இன்னா செயினும்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
309,புணரின் வெகுளாமை நன்று. உள்ளிய தெல்லாம் உடனெய்தும் உள்ளத்தால்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
310,உள்ளான் வெகுளி எனின். இறந்தார் இறந்தார் அனையர் சினத்தைத்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
311,துறந்தார் துறந்தார் துணை. சிறப்பீனும் செல்வம் பெறினும் பிறர்க்கு இன்னா,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,authority.virtue,1
312,செய்யாமை மாசற்றார் கோள். கறுத்துஇன்னா செய்தவக் கண்ணும் மறுத்தின்னா,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
313,செய்யாமை மாசற்றார் கோள். செய்யாமல் செற்றார்க்கும் இன்னாத செய்தபின்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
314,உய்யா விழுமந் தரும். இன்னாசெய் தாரை ஒறுத்தல் அவர்நாண,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
315,நன்னயஞ் செய்து விடல். அறிவினான் ஆகுவ துண்டோ பிறிதின்நோய்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
316,தந்நோய்போல் போற்றாக் கடை. இன்னா எனத்தான் உணர்ந்தவை துன்னாமை,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
317,வேண்டும் பிறன்கண் செயல். எனைத்தானும் எஞ்ஞான்றும் யார்க்கும் மனத்தானாம்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
318,மாணாசெய் யாமை தலை. தன்னுயிர்ககு ஏன்னாமை தானறிவான் என்கொலோ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
319,மன்னுயிர்க்கு இன்னா செயல். பிறர்க்கின்னா முற்பகல் செய்யின் தமக்கு இன்னா,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
320,பிற்பகல் தாமே வரும். நோயெல்லாம் நோய்செய்தார் மேலவாம் நோய்செய்யார்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
321,நோயின்மை வேண்டு பவர். அறவினை யாதெனின் கொல்லாமை கோறல்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
322,பிறவினை எல்லாந் தரும். பகுத்துண்டு பல்லுயிர் ஓம்புதல் நூலோர்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
323,தொகுத்தவற்றுள் எல்லாந் தலை. ஒன்றாக நல்லது கொல்லாமை மற்றதன்,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,loyalty.virtue,1
324,பின்சாரப் பொய்யாமை நன்று. நல்லாறு எனப்படுவது யாதெனின் யாதொன்றும்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
325,கொல்லாமை சூழும் நெறி. நிலைஅஞ்சி நீத்தாருள் எல்லாம் கொலைஅஞ்சிக்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
326,கொல்லாமை சூழ்வான் தலை. கொல்லாமை மேற்கொண் டொழுகுவான் வாழ்நாள்மேல்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
327,செல்லாது உயிருண்ணுங் கூற்று. தன்னுயிர் நீப்பினும் செய்யற்க தான்பிறிது,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
328,இன்னுயிர் நீக்கும் வினை. நன்றாகும் ஆக்கம் பெரிதெனினும் சான்றோர்க் குக்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
329,கொன்றாகும் ஆக்கங் கடை. கொலைவினைய ராகிய மாக்கள் புலைவினையர்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
330,புன்மை தெரிவா ரகத்து. உயிர் உடம்பின் நீக்கியார் என்ப செயிர் உடம்பின்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
331,செல்லாத்தீ வாழ்க்கை யவர். நில்லாத வற்றை நிலையின என்றுணரும்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
332,புல்லறி வாண்மை கடை. கூத்தாட்டு அவைக் குழாத் தற்றே பெருஞ்செல்வம்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
333,போக்கும் அதுவிளிந் தற்று. அற்கா இயல்பிற்றுச் செல்வம் அதுபெற்றால்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
334,அற்குப ஆங்கே செயல். நாளென ஒன்றுபோற் காட்டி உயிர் ஈரும்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
335,வாளது உணர்வார்ப் பெறின். நாச்செற்று விக்குள்மேல் வாராமுன் நல்வினை,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
336,மேற்சென்று செய்யப் படும் நெருநல் உளனொருவன் இன்றில்லை என்னும்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
337,பெருமை உடைத்துஇவ் வுலகு. ஒருபொழுதும் வாழ்வது அறியார் கருதுப,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
338,கோடியும் அல்ல பல. குடம்பை தனித்து ஒழியப் புள்பறந் தற்றே,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
339,உடம்பொடு உயிரிடை நட்பு. உறங்கு வதுபோலுஞ் சாக்காடு உறங்கி,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
340,விழிப்பது போலும் பிறப்பு. புக்கில் அமைந்தின்று கொல்லோ உடம்பினுள்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
341,துச்சில் இருந்த உயிர்க்கு. யாதனின் யாதனின் நீங்கியான் நோதல்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
342,அதனின் அதனின் இலன். வேண்டின் உண் டாகத் துறக்க துறந்தபின்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
343,ஈண்டுஇயற் பால பல. அடல்வேண்டும் ஐந்தன் புலத்தை விடல்வேண்டும்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
344,வேண்டிய வெல்லாம் ஒருங்கு. இயல்பாகும் நோன்பிற்கொன்று இன்மை உடைமை,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
345,மயலாகும் மற்றும் பெயர்த்து. மற்றும் தொடர்ப்பாடு எவன்கொல் பிறப்பறுக்கல்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
346,உற்றார்க்கு உடம்பும் மிகை. யான் எனது என்னும் செருக்கு அறுப்பான் வானோர்க்கு,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
347,உயர்ந்த உலகம் புகும். பற்றி விடாஅ இடும்பைகள் பற்றினைப்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
348,பற்றி விடாஅ தவர் க்கு. தலைப்பட்டார் தீரத் துறந்தார் மயங்கி,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
349,வலைப்பட்டார் மற்றை யவர். பற்றற்ற கண்ணே பிறப்பறுக்கும் மற்று,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
350,நிலையாமை காணப் படும். பற்றுக பற்றற்றான் பற்றினை அப்பற்றைப்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
351,பற்றுக பற்று விடற்கு. பொருளல்ல வற்றைப் பொருளென்று உணரும்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
352,மருளானாம் மாணாப் பிறப்பு. இருள்நீங்கி இன்பம் பயக்கும் மருள்நீங்கி,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
353,மாசறு காட்சி யவர்க்கு. ஐயத்தின் நீங்கித் தெளிந்தார்க்கு வையத்தின்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
354,வானம் நணிய துடைத்து. ஐயுணர்வு எய்தியக் கண்ணும் பயமின்றே,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
355,மெய்யுணர்வு இல்லா தவர்க்கு. எப்பொருள் எத்தன்மைத் தாயினும் அப்பொருள்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
356,மெய்ப்பொருள் காண்பது அறிவு. கற்றீண்டு மெய்ப்பொருள் கண்டார் தலைப்படுவர்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
357,மற்றீண்டு வாரா நெறி. ஓர்த்துள்ளம் உள்ளது உணரான் ஒருதலையாப்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
358,பேர்த்துள்ள வேண்டா பிறப்பு. பிறப்பென்னும் பேதைமை நீங்கச் சிறப்பென்னும்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
359,செம்பொருள் காண்பது அறிவு. சார்புணர்ந்து சார்பு கெடஒழுகின் மற்றழித்துச்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
360,சார்தரா சார்தரு நோய். காமம் வெகுளி மயக்கம் இநவ்முன்றன்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,sanctity.vice,1
361,நாமம் கெடக்கெடும் நோய். அவாஎன்ப எல்லா உயிர்க்கும் எஞ் ஞான்றும்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,sanctity.vice,1
362,தவாஅப் பிறப்பீனும் வித்து. வேண்டுங்கால் வேண்டும் பிறவாமை மற்றது,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
363,வேண்டாமை வேண்ட வரும். வேண்டாமை அன்ன விழுச்செல்வம் ஈண்டில்லை,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
364,ஆண்டும் அஃதொப்பது இல். தூஉய்மை என்பது அவாவின்மை மற்றது,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
365,வாஅய்மை வேண்ட வரும். அற்றவர் என்பார் அவாஅற்றார் மற்றையார்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
366,அற்றாக அற்றது இலர். அஞ்சுவ தோரும் அறனே ஒருவனை,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
367,வஞ்சிப்ப தோரும் அவா. அவாவினை ஆற்ற அறுப்பின் தவாவினை,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
368,தான்வேண்டு மாற்றான் வரும். அவாஇல்லார்க் கில்லாகுந் துன்பம் அஃதுண்டேல்,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,care.vice,1
369,தவாஅது மேன்மேல் வரும். இன்பம் இடையறா தீண்டும் அவாவென்னும்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
370,துன்பத்துள் துன்பங் கெடின். ஆரா இயற்கை அவாநீப்பின் அந்நிலையே,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,sanctity.virtue,1
371,பேரா இயற்கை தரும். ஆகூழால் தோன்றும் அசைவின்மை கைப்பொருள்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,sanctity.virtue,1
372,போகூழால் தோன்றும் மடி. பேதைப் படுக்கும் இழவூழ் அறிவகற்றும்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
373,ஆகலூழ் உற்றக் கடை. நுண்ணிய நூல்பல கற்பினும் மற்றுந்தன்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
374,உண்மை யறிவே மிகும். இருவேறு உலகத்து இயற்கை திருவேறு,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,sanctity.virtue,1
375,தெள்ளிய ராதலும் வேறு. நல்லவை எல்லாஅந் தீயவாம் தீயவும்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
376,நல்லவாம் செல்வம் செயற்கு. பரியினும் ஆகாவாம் பாலல்ல உய்த்துச்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
377,சொரியினும் போகா தம. வகுத்தான் வகுத்த வகையல்லால் கோடி,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
378,தொகுத்தார்க்கு துய்த்தல் அரிது. துறப்பார்மன் துப்புர வில்லார் உறற்பால,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
379,ஊட்டா கழியு மெனின். நன்றாங்கால் நல்லவாக் காண்பவர் அன்றாங்கால்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
380,அல்லற் படுவ தெவன்? ஊழிற் பெருவலி யாவுள மற்றொன்று,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
381,சூழினுந் தான்முந் துறும். ஊழியல் முற்றிற்று,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
382,அறத்துப்பால் முற்றிற்று படைகுடி கூழ்அமைச்சு நட்பரண் ஆறும்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
383,உடையான் அரசருள் ஏறு. அஞ்சாமை ஈகை அறிவூக்கம் இந்நான்கும்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
384,எஞ்சாமை வேந்தர்க் கியல்பு. தூங்காமை கல்வி துணிவுடைமை இம்மூன்றும்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
385,நீங்கா நிலனான் பவர்க்கு. அறனிழுக்கா தல்லவை நீக்கி மறனிழுக்கா,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
386,மானம் உடைய தரசு. இயற்றலும் ஈட்டலுங் காத்தலும் காத்த,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
387,வகுத்தலும் வல்ல தரசு. காட்சிக் கெளியன் கடுஞ்சொல்லன் அல்லனேல்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
388,மீக்கூறும் மன்னன் நிலம் இன்சொலால் ஈத்தளிக்க வல்லார்க்குத் தன்சொலால்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
389,தான்கண் டனைத்திவ் வுலகு. முறைசெய்து காப்பாற்றும் மன்னவன் மக்கட்கு,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
390,இறையென்று வைக்கப் படும். செவிகைப்பச் சொற்பொறுக்கும் பண்புடை வேந்தன்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
391,கவிகைக்கீழ்த் தங்கும் உலகு. கொடையளி செங்கோல் குடியோம்பல் நான்கும்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
392,உடையானாம் வேந்தர்க் கொளி. கற்க கசடறக் கற்பவை கற்றபின்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
393,நிற்க அதற்குத் தக. எண்ணென்ப ஏனை எழுத்தென்ப இவ்விரண் டும்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
394,கண்ணென்ப வாழும் உயிர்க்கு. கண்ணுடையர் என்பவர் கற்றோர் முகத்திரண்டு,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
395,புண்ணுடையர் கல்லா தவர். உவப்பத் தலைக்கூடி உள்ளப் பிரிதல்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
396,அனைத்தே புலவர் தொழில். உடையார்முன் இல்லார்போல் ஏக்கற்றுங் கற்றார்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
397,கடையரே கல்லா தவர். தொட்டனைத் தூறும் மணற்கேணி மாந்தர்க்குக்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
398,கற்றனைத் தூறும் அறிவு. யாதானும் நாடாமால் ஊராமால் என்னொருவன்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
399,சாந்துணையுங் கல்லாத வாறு. ஒருமைக்கண் தான் கற்ற கல்வி ஒருவற்கு,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
400,எழுமையும் ஏமாப் புடைத்து. தாமின் புறுவது உலகின் புறக் கண்டு,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
401,காமுறுவர் கற்றறிந் தார். கேடில் விழுச்செல்வம் கல்வி யொருவற்கு,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
402,மாடல்ல மற்றை யவை. அரங்கின்றி வட்டாடி யற்றே நிரம்பிய,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
403,நூலின்றிக் கோட்டி கொளல். கல்லாதான் சொற்கா முறுதல் முலையிரண்டும்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
404,இல்லாதாள் பெண்காமுற் றற்று. கல்லா தவரும் நனிநல்லர் கற்றார்முன்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
405,சொல்லா திருக்கப் பெறின். கல்லாதான் ஒட்பம் கழியநன் றாயினும்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
406,கொள்ளார் அறிவுடை யார். கல்லா ஒருவன் தகைமை தலைப்பெய்து,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
407,சொல்லாடச் சோர்வு படும். உளரென்னும் மாத்திரையர் அல்லால் பயவாக்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
408,களரனையர் கல்லா தவர். நுண்மாண் நுழைபுலம் இல்லான் எழில்நலம்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
409,மண்மாண் புனைபாவை யற்று. நல்லார்கண் பட்ட வறுமையின் இன்னாதே,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
410,கல்லார்கண் பட் ட திரு. மேற்பிறந்தா ராயினும் கல்லாதார் கீழ்ப்பிறந்தும்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
411,கற்றார் அனைத்திலர் பாடு. விலங்கொடு மக்கள் அனையர் இலங்குநூல்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
412,கற்றாரோடு ஏனை யவர். செல்வத்துட் செல்வஞ் செவிச்செல்வம் அச்செல்வம்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
413,செல்வத்து ளெல்லாந் தலை. செவுக்குண வில்லாத போழ்து சிறிது,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
414,வயிற்றுக்கும் ஈயப் படும். செவியுணவிற் கேள்வி யுடையார் அவியுணவின்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
415,ஆன்றாரோ டொப்பர் நிலத்து. கற்றில னாயினுங் கேட்க அஃதொருவற்கு,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
416,ஒற்கத்தின் ஊற்றாந் துணை. இழுக்கல் உடையுழி ஊற்றுக்கோல் அற்றே,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,authority.virtue,1
417,ஒழுக்க முடையார்வாய்ச் சொல். எனைத்தானும் நல்லவை கேட்க அனைத்தானும்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
418,ஆன்ற பெருமை தரும். பிழைத் துணர்ந்தும் பேதைமை சொல்லா ரிழைத்துணர்ந்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
419,தீண்டிய கேள்வி யவர். கேட்பினுங் கேளாத் தகையவே கேள்வியால்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
420,தோட்கப் படாத செவி. நுணங்கிய கேள்விய ரல்லார் வணங்கிய,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
421,வாயின ராதல் அரிது. செவியிற் சுவையுணரா வாயுணர்வின் மாக்கள்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
422,அவியினும் வாழினும் என்? அறிவற்றங் காக்குங் கருவி செறுவார்க்கும்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
423,உள்ளழிக்க லாகா அரண். சென்ற இடத்தால் செலவிடா தீதொரீஇ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
424,நன்றின்பால் உய்ப்ப தறிவு. எப்பொருள் யார்யார்வாய்க் கேட்பினும் அப்பொருள்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
