paragraph_num,text,care.virtue,care.vice,fairness.virtue,fairness.vice,loyalty.virtue,loyalty.vice,authority.virtue,authority.vice,sanctity.virtue,sanctity.vice,dominant_moral_lexicon,dominant_score_lexicon
34,"೩೪ ಸ್ತ್ರೀ ನೀತಿ ಕಥೆಗಳು
ಬಹಳವಾಯಿತು. ಅವನಿಗೆ ಬಾಯಾರಿಕೆಯನ್ನು ಸಹಿಸಲಾಗಲಿಲ್ಲ. ಬೇಟೆ
ಯಾಡುವುದನ್ನು ಬಿಟ್ಟು ನೀರನ್ನು ಹುಡುಕಲು ತೊಡಗಿದನು.
ಸ್ವಲ್ಪ ದೂರದಲ್ಲಿ ನೀರು ತೊರೆಯಾಗಿ ಹೆರಿಯುತಿದ್ದುದು ಕಂಡಿತು.
ಅದರ ಬಳಿಯಲ್ಲಿ ವಟವೃಕ್ಷವೂ ಇದ್ದಿತ...",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005952380952380952,0.0,0.0,authority.vice,1
35,"ಸ್ತ್ರೀ ನೀತೆ ಕಥೆಗಳು ೩೫
ನಿನಗೂ ಪಶ್ಚಾತ್ತಾಪವಾದೀತು. ಬಿಡು ಕೈಕಾಲುಗಳಿಗೆ
ತೊಡಿಸಿದ ಹಗ್ಗಗಳನ್ನು ಬಿಚ್ಚು, ದೇವರು ನಿನ್ನನ್ನು ಸದಾ ಕಾಪಾಡುತ್ತಾನೆ.
ಎಂದನು. ವೇಶೈಗೆ ದಯೆಯುಂಟಾಗಲಿಲ್ಲ.
ನೋಹನದಾಸನು ಮೋಹಿನಿಗೆ ಹೇಳುತ್ತಿರುವಾಗಲೇ
ರಾತ್ರಿಯ ಮೂರ...",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006369426751592357,0.0,sanctity.virtue,1
36,"ak ಸ್ತ್ರೀ ನೀತಿ ಕಥೆಗಳು
ಸುಶೀಲೆಗೆ ಉಗ ್ರಸೇನನ ಕಥೆಯನ್ನು ಹೇಳುತ್ತಿ ಜೆ 3 ನಷ್ಟೇ, ಉಗ
ಸೇನನು ವೇಶೈ ANUS ಪಾರಾಗಲು ಅವಳಿಗೆ ನಮ “ಕಥೆಗಳನ್ನು
ದರೂ ಅವಳ ಮನಸ್ಸು ಕರಗಲಿಲ್ಲ, ಕೊನೆಗೆ ಅವನು ಇನ್ನೊ ಂದು ಕಥೆಯನ್ನು
ಹೇಳತೊಡಗಿದನು. ವೇಶೈ ಯು ಕೇಳತ...",0.0136986301369863,0.0,0.0,0.0,0.0,0.0,0.00684931506849315,0.0,0.0,0.0,care.virtue,2
37,"೩೬ |
ಳಿದ ಗೋಪೀನಾಥನು ಬಹಳ ಸಮಯದ ವರೆಗೆ ಹಿಂತಿರುಗಲಿಲ್ಲ. ಅವನ
ಹೆಂಡತಿಗೆ ಕಾನುಬಾಧೆಯನ್ನು ತಡೆಯುನದಾಗಲಿಲ್ಲ. ಕೊನೆಗೆ ಅವಳು
ಪರಪುರುಷನೊಡನೆ ಸಖ್ಯ ಬೆಳೆಸಿದಳು. ದಿನಂಪ್ರತಿ ಅವನನ್ನು ತನ್ನ ಮನೆಗೆ
ಕರೆದುಕೊಂಡು ಬರುತ್ತಿದ್ದಳು ಅನನೊಡನೆ ರತಿಸುಖ...",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
38,"«9 ಸ್ರೀ ನೀತಿ ಕಥೆಗಳು
ಕೊಡಗಿತು. ಯಜಮಾನನು ಸಂದೇಹದಿಂದ ಅಲ್ಲಿ ಮಣ್ಣನ್ನು ಅಗೆಸಿ
ಜನು. ಕೊಳೆತ ಶವವು ಅವನ ಕಣ್ಣಿಗೆ ಬಿದ್ದಿತ್ತು ಅದರಿಂದ ಅವನ
ಸಂಶಯವು ಬಲಿಯಿತು, ಅನನು ತನ್ನ ಆಳುಗಳನ್ನೂ ಹೆಂಡತಿಯನ್ನೂ
'ಹೊಡೆಯ ತೊಡಗಿದನು. ನೋವನ್ನು ಸಹಿಸಲಾರಜೆ...",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006802721088435374,sanctity.vice,1
39,"ಸ್ತ್ರೀ ನೀತಿ ಕಥೆಗಳು 4
೧೧. ಗಿಳಿಯ ಕಥೆ
ಪ್ರಾಚೀನ ಕಾಲದಲ್ಲಿ ರಾಜಗಿರಿ ನಗರದಲ್ಲಿ ಭೂಪಾಲನೆಂಬ ಥೊಕೆಯಿ
ದ್ದನು. ಅವನು ಶ್ರೇಷ್ಠ ಗಿಳಿಯನ್ನು ಸಾಕಿದ್ದನು. ಕಲಿಸಿದ
ಮಾತುಗಳನ್ನಷ್ಟೇ ಅಲ್ಲ, ಇನ್ನಿತರ ಮಾತುಗಳನ್ನೂ ಆಡುತ್ತಿತ್ತು.
ಸ್ವಕಪೋಲ ಕಲ್ಪಿತ...",0.014388489208633094,0.0,0.0,0.007194244604316547,0.0,0.0,0.007194244604316547,0.0,0.014388489208633094,0.0,care.virtue,2
40,"೪೦ ಸ್ತ್ರೀ ನೀತಿ ಕಥೆಗಳು
ಕ್ಯೊನ್ಸಿ ತೆಗೆದುಕೊಂಡು ಹೋದನು .ಮತ್ತು ಕಿಡಿಕಿಯ
ಬಳಿ ಇಟ್ಟನು. ತಿನ್ನಲು ಮುಕಿತನು. ರಾತ್ರಿ ಗೋಡೆಯ
ಸುಳಿಯುತ್ತಿದ್ದ ನಿಷಹಾವು ಹೆಣ್ಣನ್ನು ಕಚ್ಚಿತು. ಯಾರೂ
ನೋಡಲಿಲ್ಲ,
ಮುಂಜಾನೆ ರಾಜನಿಗೆ ಹಣ್ಣಿನ ನೆನನಾಯಿತು, ಅವನು...",0.0,0.007751937984496124,0.0,0.0,0.0,0.0,0.015503875968992248,0.0,0.0,0.007751937984496124,authority.virtue,2
41,"ಸ್ತ್ರೀ ನೀತಿ ಕಥೆಗಳು ೪೧
ಒಂದೊಂದು ಫಲವನ್ನು ತಿಂದರು ಅವರೂ ದಿವ್ಯದೇಹಧಾರಿಗಳಾದರು,
ವಿಚಿತ್ರವಾದ ಸುದ್ದಿ ರಾಜನ ನಿಗೂ ಮುಟ್ಟಿ ತು.
ಸ ಭೂಪಾಲ ರಾಜನು'ಆ ಹೆಣ್ಣು ""ಗಳನ್ನು ತರಿಸಿದರು. ಒಂದನ್ನು
ತನ್ನೆ ಸೇವಕನಿಗೆ ತಿನ್ನಲು ಕೊಟ್ಟನ ತಿಂದ ಕೂಡಲೇ 8...",0.006211180124223602,0.0,0.0,0.0,0.006211180124223602,0.0,0.018633540372670808,0.0,0.0,0.0,authority.virtue,3
42,"೪೨ ಸ್ತ್ರೀ ನೀತಿ ಕಥೆಗಳು
ಆದಿತ್ಯನು ತನ್ನ ಮಿತ್ರನಾದ ಮಾಣಿಕಚಂದನನ್ನು ಕರೆಸಿ, “ಮಿತ್ರಾ,
ಇ, ಬಾಲ್ಯ ಸ್ನೇಹಿತರು. ಆದುದರಿಂದ ನಿನ್ನನ್ನು ಪ್ರಧಾನ ಮಂತ್ರಿ
ಯನ್ನಾಗಿ ನೇಮಿಸಬೇಕೆಂಬ ವಿಚಾರ ಬಂದಿದೆ. ನೀನೂ ನಾನೂ ಒಟ್ಟಿಗಿ
ದ್ದಂತೆಯೇ ಆಯಿತು. ಇಬ್ಬ...",0.014184397163120567,0.0,0.0,0.0,0.0070921985815602835,0.0,0.0070921985815602835,0.0,0.0,0.0,care.virtue,2
43,"ಸ್ತ್ರೀ ನೀತಿ ಕಥೆಗಳು ೪
ಉಡುಗೊರೆಗಳನ್ನು ಕೊಡುವುದಾಗಿ ನುಡಿದನು, ರಾಜಕಾರ್ಯವನ್ನು
ಮಾಡಲು ಒಬ್ಬರೂ ಬರಲಿಲ್ಲ. ಏಕೆಂದರೆ ಸಿಂಹಳಕ್ಕೆ ಕನ್ಯಾರ್ಥಿ
ಯಾಗಿ ತೆರಳಿದವರು ಒಬ್ಬರೂ ಮರಳುನಂತಿರಲಿಲ್ಲ. ಬಂದವರನ್ನು ಆಂತಃ
ಪುರಕ್ಕೆ ಕಳಿಸುತಿದ್ದರು. ರಾಜಪುತ...",0.0,0.0,0.0,0.0,0.0,0.0,0.00641025641025641,0.0,0.0,0.0,authority.virtue,1
44,"೪೪ ಶ್ತ್ರೀ ನೀತಿ. ಕಥೆಗಳು
ಆ: ವೀಳ್ಯದೆಲೆಯ ಡಬ್ಬಿಯನ್ನು ಅನನ ತಂದಿರಿಸಿ ತಾಂಬೂ
ಲವನ್ನು ಹಾಕಿಕೊಳ್ಳ ಬೇಕೆಂದಳು ಮಾಣಿಕಚಂದನು *ರಾಜಪುತ್ರಿ,
ಕೆಲಸವಾಗಿಲ್ಲ. ಮುಗಿದ ಮೇಲೆಯೇ ತಾಂಬೂಲವನ್ನು
ತೆಗೆದುಕೊಳ್ಳು ತ್ತೇನೆ. ಹಾಗೆ ರಾಜನ ಮುಂಜಿ ಪ್ರತಿಜ್ಞೆ...",0.00641025641025641,0.00641025641025641,0.0,0.0,0.01282051282051282,0.0,0.0,0.00641025641025641,0.00641025641025641,0.00641025641025641,loyalty.virtue,2
45,"ಸ್ತೀ ನೀತಿ ಕಥೆಗಳು: wake
ನೆಲಕ್ಕೆ, ಬಿದ್ದನು. ಅವನು. ಮೋರೆಯನ್ನೆತ್ತಿ “ಪ್ರಭು, ತಮಗೆ
ಮೇಲೆ. ಸಂಶಯ ಹುಟ್ಟಿದುದಕ್ಕಾಗಿ ದುಃಖವಾಗುತ್ತದೆ. ಯಾರು:
ವಿಷವನ್ನು ತಲೆಯಲ್ಲಿ ತುಂಬಿದರೋ ನಾನರಿಯೆ, ಅಗಲಿ; ಸಾಸು
ಸಾಯಲು ಹೆದರುವದಿಲ್ಲ. ಮನುಷ್ಯನಿಗೆ ಮ...",0.0,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006172839506172839,care.vice,3
46,"೪೬ ಸ್ತ್ರೀ ನೀತಿ ಕಥೆಗಳು
ಮೋಹಿನೀ, ಸುಶೀಲೆಗೂ ಕಥೆಯನ್ನು “ನೀನಾ
ದರೂ ವಿವೇಕ ತಂದುಕೋ. ಪೀಡಿಸಡೆ ಬಿಡು.
ಕೊಂದರೆ ನಿನಗೂ ಸುಖ ದೊರೆಯಲಾರದು. ನಿನಗೆ ಕೊನೆಗೆ ಪಶ್ಚಾತ್ತಾಪ
ವಾಗಬಹುದು, ನಿನ್ನ ಮನಸ್ಸೇ ನಿನ್ನನ್ನು ಚುಚ್ಚಬಹುದು. ಜನರು
ನಿನ್ನನ್ನು ನ...",0.0,0.0,0.0,0.0,0.0,0.0,0.006756756756756757,0.0,0.006756756756756757,0.0,authority.virtue,1
47,"ಸ್ತ್ರೀ ನೀತಿ ಕಥೆಗಳು ೪೬
ವುಂಟಾಯಿತು. ಸರಿಹೆರಿಸಿಕೊಳ್ಳಲೂ ಅವನು ನಿರ್ಧರಿಸಿದನು.
ಸುತ್ತುಮುತ್ತಲೂ ಯಾರೂ ಜನರೂ ಇರಲಿಲ್ಲ. ಅವನು ಬಲಾತ್ಕಾರ
ಮಾಡತೊಡಗಿದುದನ್ನು ಕಂಡ ರಾಜಪುತ್ರಿಯು “ಜುಹಿಯೇ, ನಾನಿನ್ನೂ
ಸಣ್ಣವಳು. ಪುರುಷ ಸಂಪರ್ಕವಿಲ್ಲದವಳು. ರೋ...",0.013071895424836602,0.0,0.0,0.0,0.0,0.0,0.006535947712418301,0.0,0.006535947712418301,0.006535947712418301,care.virtue,2
48,"ತಾಲ ಸ್ರೀ ನೀತಿ ಕಥೆಗಳು
ನಿಗೂ ಸುದ್ದಿ ಯನ್ನು ತಿಳಿಸಿದರು. ಕೂಡಲೇ ಸೈನಿಕರು ಅವ
ನನ್ನು ಬಂಧಿಸಿ 'ಗಲ್ರಗೇರಿಸಿದರಿ.
ಸುಶೀಲೆ, ಅದರಂತೆ ನೀನೂ ಕಾಮಾತುರಳಾಗಿ ಆಸ್ಯಾಯಕ್ಕೆಳೆನ
ಖೇಡ. ಹಿಂದೆ ಅನೀತಿ ಪ್ರವೃ ತ್ತರಾದ ಸ್ತ್ರೀ ಪುರುಷರನ್ನು ರಾಜರು ನಾನಾ...",0.006060606060606061,0.0,0.0,0.0,0.012121212121212121,0.0,0.006060606060606061,0.0,0.0,0.0,loyalty.virtue,2
49,"ಸ್ತ್ರೀ ನೀತಿ ಕಥೆಗಳು ೪೯
ಬಂದೆ. ಬಂದವನು ಸುಶೀಲೆಯ ಮನೆಯ ಬಳಿಯೇ ಅಡಗಿನಿಂತೆ. ರಾತ್ರಿ
ಅವಳ ವಿಟಪುರುಷನು ಮನೆಯೊಳಗೆ ಪ್ರವೇಶಿಸುವುದು ದೃಷ್ಟಿಗೂ
ಬಿತ್ತು. ಸ್ವಲ್ಪ ಹೊತ್ತಿನ ಮನೆಯ ಬಾಗಿಲು ದೂಡಿದೆ.
ಧೆನಿ ಕೇಳಿದ ಕೂಡಲೇ ಅವಳು ಗಾಒರಿಯಾದಳು. ಬಾಗಿ...",0.006289308176100629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,care.virtue,1
50,"೫೦ ಸ್ತ್ರೀ ನೀತಿ ಕಥೆಗಳು
ಆಕೆಯೂ ಇಲ್ಲ. ಬೇಗನೇ ಮರಣ ಬಂದರೆ ಒಳ್ಳೇದು. ಬರುವುದಿಲ್ಲವಲ್ಲ !
ಅಂತಹ ಚು ಔಷಧವನ್ನು ಕೊಡುತಿದ್ದ ರೆ ಸ ಉಪಕಾರವಾಗುತಿತ್ತು.
ನುಡಿದಳು. ಕೇಳಿದ ಇನ್ನಷ್ಟು ಪರಿತಾಪವಾ
ಯಿತು. ಸಮಾಡಾನದ ನಾಲ್ಕು ಮಾತುಗಳನ್ನು ಹೇಳಿದೆ. ಅವ...",0.0,0.02097902097902098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,care.vice,3
51,"ಬ್ರೀ ತಿ ಕಥೆಗಳು ಎವರಿ
ನೋಡಲೆತ್ಲಿಸುತ್ತಿದ್ದನು. ಅವನು ಹಾಗೆ ಸಂಚರಿಸುತ್ತಿದ್ದಾಗ
ಮನೆಯಲ್ಲಿ ಅಂಗಳದಲ್ಲೇ ವಯೋವೃದ್ಧ ರಾದ ಇಬ್ಬರು ರತ್ಯಾಸಕ್ತ
ರಾಗಿದ್ದುದು ಅವನ ದೃಷ್ಟಿಗೆ ಬಿದ್ದಿತು, ಕಿಡಿಕಿಯ ಬಾಗಿಲುಗಳನ್ನು
ಹಾಕಿಕೊಂಡಿದ್ದಿಲ್ಲ. ವಿಕ್ರಮನು ...",0.0,0.0,0.0,0.0,0.005813953488372093,0.0,0.005813953488372093,0.0,0.0,0.0,loyalty.virtue,1
52,"೫೨ ಸ್ತ್ರೀ ನೀತಿ ಕಥೆಗಳು
ಶರೀರವಿರುವ ವರೆಗೆ ಕಾಮುಬಾಡೆಯು ತಪ್ಪಿದ್ದಲ್ಲ. ಉಪದೇಶದಿಂದ
ಪರಿಹಾರವಾಗಲಾರದು. ಅಂತಹ ದಿವ್ಯ ಔಷಧನೇನಾದರೂ
ಇದ್ದರೆ ಕೊಡಿರಿ. ಸೇವಿಸುತ್ತೇನೆ.”
ಮೋಹನದಾಸನು “ಮೋಹಿನೀ, ಪ್ರೀಯರಿಗೆ ಕಾಮವಾಸ
ನೆಯು ವಿಶೇಷವಿದೆಯೆಂದು ಹೇಳಿ...",0.0,0.0,0.0,0.0,0.007462686567164179,0.0,0.0,0.0,0.0,0.0,loyalty.virtue,1
53,"ಸ್ತ್ರೀ ಕೀತಿ ಕಥೆಗಳು ೫೩
ಅರ್ಥ ಹೇಳದಿದ್ದರೆ ಪ್ರಾಣಕ್ಕೆ ಗಂಡಾಂತರ ತಸ್ಪಿದ್ದಲ್ಲ ಎ೮ದು
ಬೆದರಿಕೆ ಹಾಕಿದನು, ದಿವಸಗಳ ಸಮಯಾನಕಾಶವನ್ನು ಕೊಟ್ಟರೆ
ಹೇಳುವುದಾಗಿ ಕುಲಪುರೋಹಿತನು ನುಡಿದನು.
ಪುಕೋಹಿತನು ಮನೆಗೆ ಚಿಂತೆಯಿಂದ ಮಲಗಿದನು, ಅನ್ನ
ಆಹಾಕಗಳ ಮ...",0.0,0.007194244604316547,0.0,0.007194244604316547,0.0,0.0,0.0,0.0,0.014388489208633094,0.007194244604316547,sanctity.virtue,2
54,"೫೪ ಸ್ತ್ರೀ ನೀತಿ ಕಥೆಗಳು
ದಲ್ಲಿರುತಿದ್ದನು. ಒಮ್ಮೆ ಶತ್ರುಗಳು ಅವನ ರಾಜ್ಯಕ್ಕೆ ಮುತ್ತಿಗೆ ಹಾಕಿದರು,
ಸುಂದರಸೇನನು ತನ್ನ ಪರಿವಾರ ಸೈನಿಕರೊಂದಿಗೆ ಅಭೇದ್ಯವಾದ
ಕೋಟೆಯಲ್ಲಿ ಆಶ್ರಯಸಡೆದನು. ಕೋಟಿಗೆ ಆಹಾರ ಸಾಮಗ್ರಿಗಳು
ತೆರಳದಂತೆ ವೈರಿಗಳು ಯತ್ನಿಸ...",0.006329113924050633,0.006329113924050633,0.0,0.0,0.0189873417721519,0.006329113924050633,0.0,0.0,0.012658227848101266,0.0,loyalty.virtue,3
55,"ಸ್ತ್ರೀ ನೀತಿ ಕಥೆಗಳು ೫೫
ಕಷ್ಟಕ್ಕೊಳಗಾಗಿರುವುದು ನಮಗೆ ಗೊತ್ತಿದೆ. ದೈ ವಾಧೀನ.
ಮಳೆ ಬಂದರೆ ನಿಮಗೇ ಜಯ ದೊರೆಯಲೂ ಬಹುದು” ಬರೆದು
ಕಳಿಸಿದನು.
ಇಣಿಯು ಪತ್ರ ಉತ್ತರವನ್ನು ಸುಂದರ
ಸೇನನಿಗೆ ತೋರಿಸಿ “ಮಹಾರಾಜ, ದೈವೀಜ್ಛಿ ಇದ್ದರೆ ಇಂದೇ ಮಳೆ
ಬಂದೀತು...",0.0,0.0,0.0,0.0,0.013888888888888888,0.0,0.0,0.0,0.006944444444444444,0.0,loyalty.virtue,2
56,"ws ಸ್ತ್ರೀ ೩ಆಿ ಕಥೆಗಳು
ಕಡಿದು ತಂದು ಮಾರಾಟಿ ಅವನು ಜೀವನನಿರ್ನಾಹನನ್ನು ಸಾಗಿಸ
ಬೇಹಾಗಿ ಬಂದಿತು.
ಅನನು ಕಾಡಿನಲ್ಲಿ ಅಲೆಯುತಿದ್ದಾಗ ದೇವಸ್ಥಾನ
ಗೋಚರಿಸಿತು. ಆಶ್ಚರ್ಯದಿಂದ ಒಳಹೊಕ್ಕು ನೋಡಿದ, ಅಲ್ಲಿ ಮರದಿಂದ
ಕೆತ್ತಿದ ಗಜಾನನ ಮೂರ್ತಿ ಇದ್ದಿತು....",0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,loyalty.virtue,3
57,"ಸ್ತ್ರೀ ನೀತಿ ಕಥೆಗಳು ೫೭
ದ್ಧಾನೆ, ದಿನಂಪ್ರತಿ ಕಾಡಿನ ಗಜಾನನು ಭಕ್ಷ್ಯಗಳನ್ನು ಕೊಡುತ್ತಿದ್ದಾ
ನಂತೆ. ನೀವೂ ಹೋಗಿ ತಿಳಿದುಕೊಂಡು ಬನ್ನಿ)” ಏಂದು ಜರೆದಳು.
ಅದರಂತೆ, ಆವನು ಮರುದಿನ ಗುಪ್ತವಾಗಿ ಸುಮತಿಯನ್ನು ಹಿಂಬಾಲಿಸಿ
ದನು, ಗಜಾನನು ಸುಮತಿಯನ್ನ...",0.0,0.006666666666666667,0.0,0.0,0.006666666666666667,0.0,0.006666666666666667,0.0,0.006666666666666667,0.0,care.vice,1
58,"೫೮ ಸ್ತ್ರೀ ನೀತಿ ಕಥೆಗಳು
ಕಂಡು ಕೇಳಿ ಸಿದ್ಧ ಪುರುಷನಿಗೆ ಕರುಣೆ ಹುಟ್ಟಿತು. ಅನನು ತನ್ನ ಬಳಿ
ಯಲ್ಲಿದ್ದ ವಿಭೂತಿಯನ್ನು ಅವನ ಕೈಗೆ ಕೊಟ್ಟು, “ನಿನಗೆ ಕಷ್ಟ ಬಂದಾಗ
ನೀನು ಸಂಧ್ಯಾ ವಂದನೆಗಳನ್ನು ಮಾಡಿ, ರುಚಿಯಾಗಿ ವಿಭೂತಿಯನ್ನು
ಮುಟ್ಟಿದರೆ, ಐದು ...",0.006329113924050633,0.006329113924050633,0.0,0.0,0.0,0.0,0.0,0.0,0.006329113924050633,0.0,care.virtue,1
59,"ಶ್ರೀ ನೀತಿ ಕಥೆಗಳು ಹ
ಎಂದಳು ರಾಜನು ಅದರ ಅರ್ಥ ಹೇಳಲೇಬೀಕೆಂದು ಒತ್ತಾಯ ಪಡಿಸಿ
ದನು. ಅವಳು “ಮಹಾರಾಜ್ಕ ನಿನ್ನ ಸಚಿವನಾದ ಚಂದ್ರಹಾಸನನ್ನು
ಕೀನು ದೇಶಾಂತರಕ್ಕಟ್ಟಿ ದೆಯಲ್ಲ! ಅದರ ಕಾರಣವೇನು? ಕೇಳಿ
ದಳು. ರಾಜನು “ಅವನು ರಾಜಸಭೆಗೆ ಬಂದಕೂಡಲೇ ವಿನೋ...",0.0,0.0,0.0,0.0,0.0,0.0,0.005780346820809248,0.0,0.0,0.0,authority.virtue,1
60,"೬೦ ಸ್ತ್ರೀ ನೀತಿ ಕಥೆಗಳು
ನಗಲು ಕಾರಣವೇನು?” ಕೇಳಿದನು.
ಚಂದ್ರಹಾಸನು “ಮಹಾರಾಜ, ತಾವು ಪುಷ್ಪದಿಂದ
ಹೊಡೆದಾಕ್ಷಣ ರಾಣಿಯನರು ಮೂರ್ಛೆ ಹೋದರು. ಅಶ್ಚಪಾಲಕನು
ಛಡಿಯಿಂದ ಹೊಡೆದರೂ ಏನೂ ಆಗಲಿಲ್ಲ ಇದನ್ನು ಕಂಡು ನಗುಬಂದಿತು”
ಎಂದನು, ರಾಜನು ಚಂದ್ರಹಾಸನ...",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
61,"ಸ್ತ್ರೀ ನೀತಿ ಕಥೆಗಳು ೬0
೧೯. ಅಪ್ಪಾಜಿಯ ಕಥೆ
ಪೂರ್ವಕಾಲದಲ್ಲಿ ಅನಂತಪುರದಲ್ಲಿ ಅಪ್ಪಾಜಿ ಎಂಬೊಬ್ಬ ಸರದಾರ
ನಿದ್ದನು. ಯುದ್ಧದಲ್ಲಿ ಭಾಗವಹಿಸಿದುದರಿಂದ ಅನೇಕ ವರುಷಗಳ ವರೆಗೆ
ಅನನು ನಿದೇಶಗಳಲ್ಲೇ ವಾಸಿಸಬೇಕಾಯಿತು. ಕಾಲಕ್ಕೆ ಅನನ ಹೆಂಡ
ತಿಯು ದುರ್...",0.0,0.0,0.0,0.0,0.006944444444444444,0.0,0.0,0.0,0.0,0.006944444444444444,loyalty.virtue,1
62,"೬೨ ಸ್ರ «ನೀತಿ ಕಥೆಗಳು
ಅನ್ನ ಸಂತನ ೯ಣೆಯನ್ನು `ಏನ ೯ಡಿಸಿದ್ದೆ. ನೀನು ಬ್ರಾಹ್ಮಣ ವೇಷ ಹಾಕಿ
ಕೊಂಡು ಊಟಕ್ಕೆ ಬಾ. ನಿನಗೆ ಶ್ರೀನೀತಿ ಚರಿತೆ ಯನ್ನು ಕಲಿಸುತ್ತೇನೆ??
ಹೊರಟು ಹೋದಳು.
ಅಪ್ಪಾಜಿಯು ಮರುದಿನ ಊಟಕ್ಕೆ ಹೋದನು. ಅವನು ಮನೆಗೆ
ಬಂದುದನ್ನು ...",0.0,0.0,0.0,0.0,0.0058823529411764705,0.0,0.0,0.0,0.0,0.0,loyalty.virtue,1
63,"ಸ್ರೀ ನೀತಿ ಕಥೆಗಳು ೬4
ಅಪ್ಪಾಜಿಯ ಹತ್ತಿರ ಹೋದಳು. ರಾತ್ರಿ ತನ್ನ ಮನೆಯ ತೋಟಕ್ಕೆ
ನಿಶ್ಚಿತತಾದ ಮರದ ಮೇಲೇರಿ ಕುಳಿತುಸೊಳ್ಳ ಬೇಕೆಂದು ಹೇಳಿದಳು,
ರಾತ್ರಿ ತರುಣಿಯು ಸೆತೆಯ ನೆವದಿಂದ ತೋಟದಲ್ಲಿ ತನ್ನ ಹಾಸಿಗೆ
ಯನ್ನು ಹಾಸಿದಳು, ಪತಿಯನ್ನು ಕರೆದುಕೊ...",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
64,"av ಸ್ತ್ರೀ ನೀತಿ ಕಥೆಗಳು
“ಸುತ್ತಾ ಇರತೊಡಗಿದನು. ದಿನಂಪ್ರತಿ ಅನಳು ನಡೆಸುತ್ತಿರುವ ದುಷ್ಕರ್ಮ
ಗಳೆಲ್ಲ ಅವನಿಗೆ ಗೊತ್ತಾಗತೊಡಗಿತು, ಅವನು ಅನಳನ್ನು ಶಿಕ್ಷಿಸಿ, ತ್ಯಜಿಸಿ
ಬೇರೊಬ್ಬಳನ್ನು ಮದುವೆಯಾಗಿ ಸುಖದಿಂದ ಇರತೊಡಗಿದನು,
ಮಹರಾಜ, ಸ್ತ್ರೀನೀತಿ...",0.0,0.0,0.0,0.0,0.0,0.0,0.0070921985815602835,0.0,0.0,0.0070921985815602835,authority.virtue,1
65,"ಸ್ತ್ರೀ ನೀತಿ ಕಥೆಗಳು ೬೫.
ಹಳಿದುಕೊಂಡನು, ಅಷ್ಟರಲ್ಲಿ ರಮಣಿಯ ದೃಷ್ಟಿಯೂ ಅವನ
ಬಿದ್ದಿ ತು. ಅವನ ರೂಪ ಯೌವನಗಳನ್ನು ಕಂಡು ಅವನ ಮನಸ್ಸೂ
ನಿನ್ಹಲವಾಯಿತ್ತು ತನ್ನನ್ನೇ ಅವನು ದಿಟ್ಟಿಸುತ್ತಿರುವನೆಂದೂ ಅವಳಿಗೆ
ಖಚಿತವಾಯಿತು. ಆದುದರಿಂದ ಅವಳು ತನ್ನ ದ...",0.0,0.0,0.006289308176100629,0.0,0.0,0.0,0.0,0.0,0.006289308176100629,0.0,fairness.virtue,1
66,"೬೬ ಸ್ತ್ರೀ ನೀತಿ ಕಥೆಗಳು
ಯಿಯು ರಾಜರು ಬರಹೇಳುತ್ತಾರೆಂದು ನುಡಿದನು. ವ್ಯಾಪಾರಿಯು
ರಾಘವನನ್ನು ತನ್ನ ಅಂಗಡಿಯಲ್ಲಿ ಕುಳ್ಳಿರಿಸಿ ತಾನು ಅರಮನೆಗೆ ಹೋದನು,
ರಾಘವನು ಸ್ವಲ್ಪ ಹೊತ್ತಿನ ವರೆಗೆ ಕುಳಿತು ಕೊನೆಗೆ ಬೇಸರದಿಂದ
ಅಲ್ಲಿಂಡೆದ್ದು ತನ್ನ ಪ್ರೀತ...",0.00625,0.0,0.0,0.0,0.0,0.0,0.00625,0.0,0.0,0.0,care.virtue,1
67,"ಸ್ರೀ ನೀತಿ ಕಥೆಗಳು ಶಿಕ
ಇಲ್ಲದ ದೂರುಗಳನ್ನು ಹೇಳಿರಬೇಕೆಂದು ನುಡಿದಳು. ಪರರ ಮಾತನ್ನು
ನಂಜಿ ರೀತಿ ವರ್ತಿಸಬಾರದೆಂದೂ ಹೇಳಿದಳು. ವ್ಯಾಪಾರಿಯ ಸಟ
ಇಳಿಯಿತು. ಇಬ್ಬರೂ ಹರಟಿ ಹೊಡೆಯುತ್ತ ಕುಳಿತರು, ಅವನು ಹೊರಟ?
ಹೋದ ಇಂದು ವದನೆಯು ರಾಘವನನ್ನು ಕಣಜದ...",0.0,0.005847953216374269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,care.vice,1
